year,sitename,ID_CODE,country,Occupancy_Strix_uralensis_Slovenia,occupancy_other_occupant,other_occupant_notes,occupied,eggnumber,eggshatched,eggs_not_hatched,largeyoung,fledgedyoung,young_not_fledged,noise_mean,Rangeland_500,Trees_500,Built_up_500,D_nearest_anyroad,D_nearest_major,D_nearest_minor,buildings_prop,LP_mean,long,lat,,Legend:
2019,930,CZE838,Czech Republic,,,,0,0,0,0,0,0,0,52.33092535,0,0.87,0,363.1777989,4117.008875,363.1777989,0,0,15.564455,50.583878,,
2020,930,CZE838,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,52.33092535,0.001,0.87,0,363.1777989,4117.008875,363.1777989,0,0,15.564455,50.583878,,
2021,930,CZE838,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,52.33092535,0,0.874,0,363.1777989,4117.008875,363.1777989,0,0,15.564455,50.583878,,
2022,930,CZE838,Czech Republic,,,,1,3,3,0,3,3,0,52.33092535,0,0.868,0,363.1777989,4117.008875,363.1777989,0,0,15.564455,50.583878,,
2023,930,CZE838,Czech Republic,,,,1,3,3,0,3,3,0,52.33092535,0,0.861,0,363.1777989,4117.008875,363.1777989,0,0.083333333,15.564455,50.583878,,
2019,6_2,SVN49,Slovenia,no,,,1,5,0,5,0,0,0,52.33032329,0.005,0.995,0,1887.434708,11299.24012,1887.434708,0.09693546,0,14.3905394,45.8664582,,
2020,6_2,SVN49,Slovenia,no,,,0,0,0,0,0,0,0,52.33032329,0.031,0.969,0,1887.434708,11299.24012,1887.434708,0.09693546,0,14.3905394,45.8664582,,
2021,6_2,SVN49,Slovenia,no,,,1,5,5,0,5,unknown,#VALUE!,52.33032329,0.006,0.994,0,1887.434708,11299.24012,1887.434708,0.09693546,0,14.3905394,45.8664582,,
2022,6_2,SVN49,Slovenia,no,,,0,0,0,0,0,0,0,52.33032329,0.006,0.994,0,1887.434708,11299.24012,1887.434708,0.09693546,0,14.3905394,45.8664582,,
2023,6_2,SVN49,Slovenia,no,,,1,4,3,1,3,0,3,52.33032329,0,1,0,1887.434708,11299.24012,1887.434708,0.09693546,0,14.3905394,45.8664582,,
2014,FALSE,FIN16,Finland,,,,0,0,0,0,0,0,0,52.31413935,0.022,0.668,0,304.344023,3207.356869,304.344023,1.70661223,0.600000024,24.09697647,60.21753218,,
2015,FALSE,FIN16,Finland,,,,0,0,0,0,0,0,0,52.31413935,0.022,0.668,0,304.344023,3207.356869,304.344023,1.70661223,0.428571429,24.09697647,60.21753218,,
2016,FALSE,FIN16,Finland,,,,1,4,4,0,4,4,0,52.31413935,0.022,0.668,0,304.344023,3207.356869,304.344023,1.70661223,0.57142858,24.09697647,60.21753218,,
2017,FALSE,FIN16,Finland,,,,0,0,0,0,0,0,0,52.31413935,0.022,0.668,0,304.344023,3207.356869,304.344023,1.70661223,0.671428587,24.09697647,60.21753218,,
2018,FALSE,FIN16,Finland,,,,1,unknown,unknown,#VALUE!,2,2,0,52.31413935,0.014,0.641,0,304.344023,3207.356869,304.344023,1.70661223,0.400000002,24.09697647,60.21753218,,
2019,FALSE,FIN16,Finland,,,,1,4,4,0,4,4,0,52.31413935,0.064,0.609,0,304.344023,3207.356869,304.344023,1.70661223,0.700000005,24.09697647,60.21753218,,
2020,FALSE,FIN16,Finland,,,,0,0,0,0,0,0,0,52.31413935,0.065,0.644,0.004,304.344023,3207.356869,304.344023,1.70661223,0.300000003,24.09697647,60.21753218,,
2021,FALSE,FIN16,Finland,,,,1,4,3,1,3,3,0,52.31413935,0.039,0.65,0.001,304.344023,3207.356869,304.344023,1.70661223,0.585714289,24.09697647,60.21753218,,
2022,FALSE,FIN16,Finland,,,,1,2,0,2,0,0,0,52.31413935,0.033,0.7,0,304.344023,3207.356869,304.344023,1.70661223,0.685714296,24.09697647,60.21753218,,
2023,FALSE,FIN16,Finland,,,,0,0,0,0,0,0,0,52.31413935,0.038,0.628,0,304.344023,3207.356869,304.344023,1.70661223,0.75714285,24.09697647,60.21753218,,
2011,84_Studler,CHE20,Switzerland,,,,0,0,0,0,0,0,0,52.29281564,0,0.546,0,612.2771199,1775.993468,612.2771199,2.026473789,0.1,8.773812172,47.58133331,,
2012,84_Studler,CHE20,Switzerland,,,,1,4,4,0,4,4,0,52.29281564,0,0.546,0,612.2771199,1775.993468,612.2771199,2.026473789,0.1,8.773812172,47.58133331,,
2013,84_Studler,CHE20,Switzerland,,,,0,0,0,0,0,0,0,52.29281564,0,0.546,0,612.2771199,1775.993468,612.2771199,2.026473789,0,8.773812172,47.58133331,,
2014,84_Studler,CHE20,Switzerland,,,,1,4,4,0,4,4,0,52.29281564,0,0.546,0,612.2771199,1775.993468,612.2771199,2.026473789,0,8.773812172,47.58133331,,
2015,84_Studler,CHE20,Switzerland,,,,1,2,2,0,2,2,0,52.29281564,0,0.546,0,612.2771199,1775.993468,612.2771199,2.026473789,0,8.773812172,47.58133331,,
2016,84_Studler,CHE20,Switzerland,,,,0,0,0,0,0,0,0,52.29281564,0,0.546,0,612.2771199,1775.993468,612.2771199,2.026473789,0,8.773812172,47.58133331,,
2017,84_Studler,CHE20,Switzerland,,,,1,5,3,2,3,3,0,52.29281564,0,0.546,0,612.2771199,1775.993468,612.2771199,2.026473789,0,8.773812172,47.58133331,,
2018,84_Studler,CHE20,Switzerland,,,,0,0,0,0,0,0,0,52.29281564,0,0.552,0,612.2771199,1775.993468,612.2771199,2.026473789,0,8.773812172,47.58133331,,
2019,84_Studler,CHE20,Switzerland,,,,0,0,0,0,0,0,0,52.29281564,0,0.549,0,612.2771199,1775.993468,612.2771199,2.026473789,0,8.773812172,47.58133331,,
2020,84_Studler,CHE20,Switzerland,,,,0,0,0,0,0,0,0,52.29281564,0,0.542,0,612.2771199,1775.993468,612.2771199,2.026473789,0,8.773812172,47.58133331,,
2021,84_Studler,CHE20,Switzerland,,,,0,0,0,0,0,0,0,52.29281564,0,0.545,0,612.2771199,1775.993468,612.2771199,2.026473789,0,8.773812172,47.58133331,,
2022,84_Studler,CHE20,Switzerland,,,,0,0,0,0,0,0,0,52.29281564,0,0.543,0,612.2771199,1775.993468,612.2771199,2.026473789,0,8.773812172,47.58133331,,
2023,84_Studler,CHE20,Switzerland,,,,1,4,4,0,4,4,0,52.29281564,0,0.547,0,612.2771199,1775.993468,612.2771199,2.026473789,0.2,8.773812172,47.58133331,,
2020,1005,CZE936,Czech Republic,,,,0,0,0,0,0,0,0,52.2792089,0.047,0.778,0.033,248.9767913,9147.147313,248.9767913,2.653347635,2.300000012,17.232875,49.806996,,
2021,1005,CZE936,Czech Republic,,,,0,0,0,0,0,0,0,52.2792089,0.006,0.833,0.021,248.9767913,9147.147313,248.9767913,2.653347635,2.299999972,17.232875,49.806996,,
2022,1005,CZE936,Czech Republic,,,,0,0,0,0,0,0,0,52.2792089,0,0.836,0.029,248.9767913,9147.147313,248.9767913,2.653347635,2.49999999,17.232875,49.806996,,
2011,127_Studler,CHE70,Switzerland,,,,1,2,2,0,2,2,0,52.20938815,0,0.8,0,592.1619145,1457.912472,592.1619145,0.344074235,0.4,8.661725564,47.54294719,,
2012,127_Studler,CHE70,Switzerland,,,,1,3,2,1,2,2,0,52.20938815,0,0.8,0,592.1619145,1457.912472,592.1619145,0.344074235,0.4,8.661725564,47.54294719,,
2013,127_Studler,CHE70,Switzerland,,,,1,2,2,0,2,2,0,52.20938815,0,0.8,0,592.1619145,1457.912472,592.1619145,0.344074235,0.5,8.661725564,47.54294719,,
2014,127_Studler,CHE70,Switzerland,,,,0,0,0,0,0,0,0,52.20938815,0,0.8,0,592.1619145,1457.912472,592.1619145,0.344074235,0.5,8.661725564,47.54294719,,
2015,127_Studler,CHE70,Switzerland,,,,0,0,0,0,0,0,0,52.20938815,0,0.8,0,592.1619145,1457.912472,592.1619145,0.344074235,0,8.661725564,47.54294719,,
2016,127_Studler,CHE70,Switzerland,,,,0,0,0,0,0,0,0,52.20938815,0,0.8,0,592.1619145,1457.912472,592.1619145,0.344074235,0,8.661725564,47.54294719,,
2017,127_Studler,CHE70,Switzerland,,,,1,2,2,0,2,2,0,52.20938815,0,0.8,0,592.1619145,1457.912472,592.1619145,0.344074235,0.3,8.661725564,47.54294719,,
2018,127_Studler,CHE70,Switzerland,,,,0,0,0,0,0,0,0,52.20938815,0,0.807,0,592.1619145,1457.912472,592.1619145,0.344074235,0.1,8.661725564,47.54294719,,
2019,127_Studler,CHE70,Switzerland,,,,0,0,0,0,0,0,0,52.20938815,0,0.808,0,592.1619145,1457.912472,592.1619145,0.344074235,0,8.661725564,47.54294719,,
2020,127_Studler,CHE70,Switzerland,,,,0,0,0,0,0,0,0,52.20938815,0,0.792,0,592.1619145,1457.912472,592.1619145,0.344074235,0,8.661725564,47.54294719,,
2021,127_Studler,CHE70,Switzerland,,,,0,0,0,0,0,0,0,52.20938815,0,0.782,0,592.1619145,1457.912472,592.1619145,0.344074235,0,8.661725564,47.54294719,,
2022,127_Studler,CHE70,Switzerland,,,,0,0,0,0,0,0,0,52.20938815,0,0.776,0,592.1619145,1457.912472,592.1619145,0.344074235,0,8.661725564,47.54294719,,
2023,127_Studler,CHE70,Switzerland,,,,0,0,0,0,0,0,0,52.20938815,0,0.787,0,592.1619145,1457.912472,592.1619145,0.344074235,0.5,8.661725564,47.54294719,,
2014,Karskog,FIN63,Finland,,,,0,0,0,0,0,0,0,52.18843371,0,0.601,0.007,260.4405368,9790.331588,260.4405368,5.779202328,0.325000003,24.268288,60.185799,,
2015,Karskog,FIN63,Finland,,,,0,0,0,0,0,0,0,52.18843371,0,0.601,0.007,260.4405368,9790.331588,260.4405368,5.779202328,0.400000006,24.268288,60.185799,,
2016,Karskog,FIN63,Finland,,,,0,0,0,0,0,0,0,52.18843371,0,0.601,0.007,260.4405368,9790.331588,260.4405368,5.779202328,0.650000006,24.268288,60.185799,,
2017,Karskog,FIN63,Finland,,,,0,0,0,0,0,0,0,52.18843371,0,0.601,0.007,260.4405368,9790.331588,260.4405368,5.779202328,0.587500006,24.268288,60.185799,,
2018,Karskog,FIN63,Finland,,,,0,0,0,0,0,0,0,52.18843371,0.001,0.608,0.015,260.4405368,9790.331588,260.4405368,5.779202328,0.6875,24.268288,60.185799,,
2019,Karskog,FIN63,Finland,,,,0,0,0,0,0,0,0,52.18843371,0,0.599,0.013,260.4405368,9790.331588,260.4405368,5.779202328,0.462500006,24.268288,60.185799,,
2020,Karskog,FIN63,Finland,,,,0,0,0,0,0,0,0,52.18843371,0.001,0.59,0.011,260.4405368,9790.331588,260.4405368,5.779202328,0.387500003,24.268288,60.185799,,
2021,Karskog,FIN63,Finland,,,,0,0,0,0,0,0,0,52.18843371,0.001,0.583,0.018,260.4405368,9790.331588,260.4405368,5.779202328,0.63750001,24.268288,60.185799,,
2022,Karskog,FIN63,Finland,,,,1,3,3,3,0,0,0,52.18843371,0.001,0.616,0.008,260.4405368,9790.331588,260.4405368,5.779202328,0.875,24.268288,60.185799,,
2023,Karskog,FIN63,Finland,,,,0,0,0,0,0,0,0,52.18843371,0,0.587,0.015,260.4405368,9790.331588,260.4405368,5.779202328,0.650000006,24.268288,60.185799,,
2021,972,CZE903,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,52.13963743,0.04,0.942,0,352.4895158,2073.93067,352.4895158,1.071501297,0.666666677,15.2526,50.700151,,
2022,972,CZE903,Czech Republic,,,,0,0,0,0,0,0,0,52.13963743,0.058,0.94,0,352.4895158,2073.93067,352.4895158,1.071501297,0.683333337,15.2526,50.700151,,
2023,972,CZE903,Czech Republic,,,,0,0,0,0,0,0,0,52.13963743,0.059,0.937,0,352.4895158,2073.93067,352.4895158,1.071501297,0.816666663,15.2526,50.700151,,
2019,973,CZE904,Czech Republic,,,,0,0,0,0,0,0,0,52.13963743,0,1,0,734.70494,2675.88165,734.70494,0.05680202,0.600000012,15.25163,50.706858,,
2020,973,CZE904,Czech Republic,,,,0,0,0,0,0,0,0,52.13963743,0,1,0,734.70494,2675.88165,734.70494,0.05680202,0.54000001,15.25163,50.706858,,
2022,973,CZE904,Czech Republic,,,,0,0,0,0,0,0,0,52.13963743,0,1,0,734.70494,2675.88165,734.70494,0.05680202,0.64000001,15.25163,50.706858,,
2023,973,CZE904,Czech Republic,,,,0,0,0,0,0,0,0,52.13963743,0,1,0,734.70494,2675.88165,734.70494,0.05680202,0.760000002,15.25163,50.706858,,
2013,Skatval Kirke/Gulhus,NOR56,Norway,,,,1,unknown,,#VALUE!,unknown,unknown,#VALUE!,52.09750244,0.05,0.585,0.001,567.0088744,806.2915527,567.0088744,5.302002657,0.750000007,10.875,63.511944,,
2014,Skatval Kirke/Gulhus,NOR56,Norway,,,,1,4,,1,3,3,0,52.09750244,0.05,0.585,0.001,567.0088744,806.2915527,567.0088744,5.302002657,0.75,10.875,63.511944,,
2016,Skatval Kirke/Gulhus,NOR56,Norway,,,,0,0,0,0,0,0,0,52.09750244,0.05,0.585,0.001,567.0088744,806.2915527,567.0088744,5.302002657,0.962500006,10.875,63.511944,,
2011,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.012,0.988,0,1101.123183,15527.3764,1101.123183,0,0.071428571,16.78290833,49.59395167,,
2012,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.012,0.988,0,1101.123183,15527.3764,1101.123183,0,0.071428571,16.78290833,49.59395167,,
2013,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.012,0.988,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2014,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.012,0.988,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2015,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.012,0.988,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2016,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.012,0.988,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2017,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.012,0.988,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2018,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.012,0.988,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2019,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.037,0.963,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2020,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.085,0.915,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2021,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.191,0.809,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2022,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.244,0.756,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2023,481,CZE481,Czech Republic,,,,0,0,0,0,0,0,0,52.02653207,0.182,0.818,0,1101.123183,15527.3764,1101.123183,0,0,16.78290833,49.59395167,,
2023,Dawsholm Park NE,G21,Scotland,,,,0,0,0,0,0,0,0,52.00578338,0.049,0.243,0.709,220.8486578,220.8486578,341.1787034,6.857036363,18.21666654,-4.310607,55.899571,,
2022,1033,CZE964,Czech Republic,,,,0,0,0,0,0,0,0,51.99272654,0.026,0.974,0,943.200066,3443.296579,943.200066,0,0,14.937918,50.785515,,
2023,1033,CZE964,Czech Republic,,,,0,0,0,0,0,0,0,51.99272654,0.005,0.995,0,943.200066,3443.296579,943.200066,0,0.071428571,14.937918,50.785515,,
2011,HP189,CHE112,Switzerland,,,,0,0,0,0,0,0,0,51.99219064,0.01,0.53,0.042,86.09254779,896.4750689,86.09254779,1.311245744,0.833333333,6.530982,46.586887,,
2012,HP189,CHE112,Switzerland,,,,0,0,0,0,0,0,0,51.99219064,0.01,0.53,0.042,86.09254779,896.4750689,86.09254779,1.311245744,0.833333333,6.530982,46.586887,,
2013,HP189,CHE112,Switzerland,,,,0,0,0,0,0,0,0,51.99219064,0.01,0.53,0.042,86.09254779,896.4750689,86.09254779,1.311245744,1.066666653,6.530982,46.586887,,
2014,HP189,CHE112,Switzerland,,,,1,2,2,0,2,2,0,51.99219064,0.01,0.53,0.042,86.09254779,896.4750689,86.09254779,1.311245744,0.950000008,6.530982,46.586887,,
2015,HP189,CHE112,Switzerland,,,,1,?,2,#VALUE!,2,2,0,51.99219064,0.01,0.53,0.042,86.09254779,896.4750689,86.09254779,1.311245744,0.916666667,6.530982,46.586887,,
2016,HP189,CHE112,Switzerland,,,,unknown,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,51.99219064,0.01,0.53,0.042,86.09254779,896.4750689,86.09254779,1.311245744,0.900000006,6.530982,46.586887,,
2017,HP189,CHE112,Switzerland,,,,1,3,0,3,0,0,0,51.99219064,0.01,0.53,0.042,86.09254779,896.4750689,86.09254779,1.311245744,0.883333335,6.530982,46.586887,,
2018,HP189,CHE112,Switzerland,,,,0,0,0,0,0,0,0,51.99219064,0.01,0.496,0.058,86.09254779,896.4750689,86.09254779,1.311245744,0.933333327,6.530982,46.586887,,
2019,HP189,CHE112,Switzerland,,,,0,0,0,0,0,0,0,51.99219064,0.024,0.509,0.057,86.09254779,896.4750689,86.09254779,1.311245744,0.916666667,6.530982,46.586887,,
2020,HP189,CHE112,Switzerland,,,,0,0,0,0,0,0,0,51.99219064,0.02,0.51,0.044,86.09254779,896.4750689,86.09254779,1.311245744,0.733333329,6.530982,46.586887,,
2021,HP189,CHE112,Switzerland,,,,0,0,0,0,0,0,0,51.99219064,0.024,0.499,0.05,86.09254779,896.4750689,86.09254779,1.311245744,0.75,6.530982,46.586887,,
2022,HP189,CHE112,Switzerland,,,,0,0,0,0,0,0,0,51.99219064,0.026,0.496,0.051,86.09254779,896.4750689,86.09254779,1.311245744,0.849999994,6.530982,46.586887,,
2023,HP189,CHE112,Switzerland,,,,0,0,0,0,0,0,0,51.99219064,0.014,0.5,0.059,86.09254779,896.4750689,86.09254779,1.311245744,0.850000004,6.530982,46.586887,,
2011,486,CZE486,Czech Republic,,,,0,0,0,0,0,0,0,51.93740687,0.229,0.765,0.005,473.7377829,6496.981538,473.7377829,0.23944954,0.220000005,17.46383232,50.06386604,,
2012,486,CZE486,Czech Republic,,,,0,0,0,0,0,0,0,51.93740687,0.229,0.765,0.005,473.7377829,6496.981538,473.7377829,0.23944954,0.220000005,17.46383232,50.06386604,,
2013,486,CZE486,Czech Republic,,,,0,0,0,0,0,0,0,51.93740687,0.229,0.765,0.005,473.7377829,6496.981538,473.7377829,0.23944954,0.220000005,17.46383232,50.06386604,,
2014,486,CZE486,Czech Republic,,,,0,0,0,0,0,0,0,51.93740687,0.229,0.765,0.005,473.7377829,6496.981538,473.7377829,0.23944954,0.1,17.46383232,50.06386604,,
2015,486,CZE486,Czech Republic,,,,0,0,0,0,0,0,0,51.93740687,0.229,0.765,0.005,473.7377829,6496.981538,473.7377829,0.23944954,0.1,17.46383232,50.06386604,,
2023,1056,CZE987,Czech Republic,,,,0,0,0,0,0,0,0,51.84122813,0.052,0.889,0.019,406.0464463,9788.525387,406.0464463,0.06055098,0.783333341,17.043981,49.861853,,
2011,103,CZE103,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,51.80858634,0,0.529,0,1016.372784,5057.012224,1016.372784,0,0.083333333,17.057903,49.751226,,
2012,103,CZE103,Czech Republic,,,,1,2,unknown,2,0,0,0,51.80858634,0,0.529,0,1016.372784,5057.012224,1016.372784,0,0.083333333,17.057903,49.751226,,
2013,103,CZE103,Czech Republic,,,,1,3,3,0,3,3,0,51.80858634,0,0.529,0,1016.372784,5057.012224,1016.372784,0,0,17.057903,49.751226,,
2014,103,CZE103,Czech Republic,,,,1,3,3,0,3,3,0,51.80858634,0,0.529,0,1016.372784,5057.012224,1016.372784,0,0.333333333,17.057903,49.751226,,
2015,103,CZE103,Czech Republic,,,,1,4,4,0,4,4,0,51.80858634,0,0.529,0,1016.372784,5057.012224,1016.372784,0,0.166666667,17.057903,49.751226,,
2016,103,CZE103,Czech Republic,,,,1,5,5,0,5,5,0,51.80858634,0,0.529,0,1016.372784,5057.012224,1016.372784,0,0,17.057903,49.751226,,
2017,103,CZE103,Czech Republic,,,,1,2,2,0,2,2,0,51.80858634,0,0.529,0,1016.372784,5057.012224,1016.372784,0,0,17.057903,49.751226,,
2018,103,CZE103,Czech Republic,,,,1,3,3,0,3,3,0,51.80858634,0,0.529,0,1016.372784,5057.012224,1016.372784,0,0,17.057903,49.751226,,
2019,103,CZE103,Czech Republic,,,,1,5,5,0,5,5,0,51.80858634,0,0.525,0,1016.372784,5057.012224,1016.372784,0,0,17.057903,49.751226,,
2020,103,CZE103,Czech Republic,,,,1,4,3,1,3,3,0,51.80858634,0,0.524,0,1016.372784,5057.012224,1016.372784,0,0,17.057903,49.751226,,
2021,103,CZE103,Czech Republic,,,,1,4,4,0,4,4,0,51.80858634,0,0.532,0,1016.372784,5057.012224,1016.372784,0,0,17.057903,49.751226,,
2022,103,CZE103,Czech Republic,,,,0,0,0,0,0,0,0,51.80858634,0.002,0.53,0,1016.372784,5057.012224,1016.372784,0,0,17.057903,49.751226,,
2023,103,CZE103,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,51.80858634,0.001,0.532,0,1016.372784,5057.012224,1016.372784,0,0,17.057903,49.751226,,
2011,213,CZE213,Czech Republic,,,,1,2,unknown,2,0,0,0,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,0.949999988,17.31670833,49.39527833,,
2012,213,CZE213,Czech Republic,,,,1,unknown,unknown,#VALUE!,5,5,0,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,0.949999988,17.31670833,49.39527833,,
2013,213,CZE213,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,1.100000004,17.31670833,49.39527833,,
2014,213,CZE213,Czech Republic,,,,1,4,4,0,4,4,0,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,1.100000024,17.31670833,49.39527833,,
2015,213,CZE213,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,1.083333353,17.31670833,49.39527833,,
2016,213,CZE213,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,0.966666659,17.31670833,49.39527833,,
2017,213,CZE213,Czech Republic,,,,1,2,2,0,2,2,0,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,1.066666683,17.31670833,49.39527833,,
2018,213,CZE213,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,1,17.31670833,49.39527833,,
2019,213,CZE213,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,0.966666659,17.31670833,49.39527833,,
2020,213,CZE213,Czech Republic,,,,1,3,unknown,1,2,0,2,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,0.683333337,17.31670833,49.39527833,,
2021,213,CZE213,Czech Republic,,,,1,4,4,0,4,3,1,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,0.849999994,17.31670833,49.39527833,,
2022,213,CZE213,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,0.849999994,17.31670833,49.39527833,,
2023,213,CZE213,Czech Republic,,,,1,4,unknown,#VALUE!,unknown,unknown,#VALUE!,51.79999924,0,1,0,1585.598932,7357.74999,1585.598932,1.921730006,0.983333329,17.31670833,49.39527833,,
2011,224,CZE224,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0.061,0.939,0,1995.443628,7012.945247,1995.443628,0,0.716666669,17.32214,49.39214526,,
2012,224,CZE224,Czech Republic,,,,1,6,6,0,6,6,0,51.79999924,0.061,0.939,0,1995.443628,7012.945247,1995.443628,0,0.716666669,17.32214,49.39214526,,
2013,224,CZE224,Czech Republic,,,,1,3,3,0,3,2,1,51.79999924,0.061,0.939,0,1995.443628,7012.945247,1995.443628,0,0.783333341,17.32214,49.39214526,,
2014,224,CZE224,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0.061,0.939,0,1995.443628,7012.945247,1995.443628,0,0.833333333,17.32214,49.39214526,,
2015,224,CZE224,Czech Republic,,,,1,4,unknown,1,3,3,0,51.79999924,0.061,0.939,0,1995.443628,7012.945247,1995.443628,0,0.800000002,17.32214,49.39214526,,
2016,224,CZE224,Czech Republic,,,,1,4,unknown,1,3,3,0,51.79999924,0.061,0.939,0,1995.443628,7012.945247,1995.443628,0,0.716666669,17.32214,49.39214526,,
2017,224,CZE224,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0.061,0.939,0,1995.443628,7012.945247,1995.443628,0,0.783333341,17.32214,49.39214526,,
2018,224,CZE224,Czech Republic,,,,1,unknown,unknown,#VALUE!,1,1,0,51.79999924,0.082,0.918,0,1995.443628,7012.945247,1995.443628,0,0.766666671,17.32214,49.39214526,,
2019,224,CZE224,Czech Republic,,,,1,2,unknown,0,2,2,0,51.79999924,0.085,0.915,0,1995.443628,7012.945247,1995.443628,0,0.766666671,17.32214,49.39214526,,
2020,224,CZE224,Czech Republic,,,,0,0,0,0,0,0,0,51.79999924,0.173,0.827,0,1995.443628,7012.945247,1995.443628,0,0.316666673,17.32214,49.39214526,,
2021,224,CZE224,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,51.79999924,0.029,0.971,0,1995.443628,7012.945247,1995.443628,0,0.616666675,17.32214,49.39214526,,
2022,224,CZE224,Czech Republic,,,,1,1,1,0,1,1,0,51.79999924,0.04,0.96,0,1995.443628,7012.945247,1995.443628,0,0.683333337,17.32214,49.39214526,,
2023,224,CZE224,Czech Republic,,,,1,1,1,0,1,1,0,51.79999924,0.026,0.974,0,1995.443628,7012.945247,1995.443628,0,0.783333331,17.32214,49.39214526,,
2011,225,CZE225,Czech Republic,,,,1,3,3,0,3,3,0,51.79999924,0.001,0.547,0.03,734.8562709,7752.515747,734.8562709,4.381142184,2.666666706,17.3039283,49.3982342,,
2012,225,CZE225,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,51.79999924,0.001,0.547,0.03,734.8562709,7752.515747,734.8562709,4.381142184,2.666666706,17.3039283,49.3982342,,
2013,225,CZE225,Czech Republic,,,,1,2,unknown,1,1,1,0,51.79999924,0.001,0.547,0.03,734.8562709,7752.515747,734.8562709,4.381142184,3.849999984,17.3039283,49.3982342,,
2014,225,CZE225,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,51.79999924,0.001,0.547,0.03,734.8562709,7752.515747,734.8562709,4.381142184,3.183333337,17.3039283,49.3982342,,
2015,225,CZE225,Czech Republic,,,,1,2,2,0,2,2,0,51.79999924,0.001,0.547,0.03,734.8562709,7752.515747,734.8562709,4.381142184,3.049999972,17.3039283,49.3982342,,
2016,225,CZE225,Czech Republic,,,,1,1,0,1,0,0,0,51.79999924,0.001,0.547,0.03,734.8562709,7752.515747,734.8562709,4.381142184,2.99999996,17.3039283,49.3982342,,
